subject,TR,experiment,Model,Manufacturer
VUIISXNAT04_S17023,2.25,VUIISXNAT04_E231213,Achieva,Philips
VUIISXNAT04_S17023,3.0,VUIISXNAT04_E231510,Achieva,Philips
VUIISXNAT04_S17023,3.0,VUIISXNAT04_E231054,Achieva,Philips
VUIISXNAT04_S17023,3.0,VUIISXNAT04_E231599,Achieva,Philips
VUIISXNAT04_S17073,3.0,VUIISXNAT04_E230983,Achieva,Philips
VUIISXNAT04_S17073,3.0,VUIISXNAT04_E231554,Achieva,Philips
VUIISXNAT04_S17073,3.0,VUIISXNAT04_E231084,Achieva,Philips
VUIISXNAT04_S17073,3.0,VUIISXNAT04_E231269,Achieva,Philips
VUIISXNAT04_S17073,3.0,VUIISXNAT04_E231407,Achieva,Philips
VUIISXNAT04_S17387,3.0,VUIISXNAT04_E231934,DISCOVERY_MR750w,GE
VUIISXNAT04_S17131,3.0,VUIISXNAT04_E231216,Achieva,Philips
VUIISXNAT04_S17489,3.0,VUIISXNAT04_E232055,DISCOVERY_MR750,GE
VUIISXNAT04_S17489,3.0,VUIISXNAT04_E232755,DISCOVERY_MR750,GE
VUIISXNAT04_S17115,3.0,VUIISXNAT04_E231025,Achieva,Philips
VUIISXNAT04_S17115,3.0,VUIISXNAT04_E231326,Achieva,Philips
VUIISXNAT04_S17115,3.0,VUIISXNAT04_E231573,Achieva_dStream,Philips
VUIISXNAT04_S17427,3.0,VUIISXNAT04_E231988,Skyra,Siemens
VUIISXNAT04_S17029,3.005,VUIISXNAT04_E231636,Achieva,Philips
VUIISXNAT04_S17029,3.0,VUIISXNAT04_E231497,Achieva,Philips
VUIISXNAT04_S17029,3.0,VUIISXNAT04_E231184,Achieva,Philips
VUIISXNAT04_S17029,3.0,VUIISXNAT04_E231358,Achieva,Philips
VUIISXNAT04_S17029,3.0,VUIISXNAT04_E230939,Achieva,Philips
VUIISXNAT04_S17029,3.0,VUIISXNAT04_E231100,Achieva,Philips
VUIISXNAT04_S17022,3.0,VUIISXNAT04_E231060,Achieva,Philips
VUIISXNAT04_S17022,3.0,VUIISXNAT04_E230931,Achieva,Philips
VUIISXNAT04_S17022,3.005,VUIISXNAT04_E231638,Achieva,Philips
VUIISXNAT04_S17022,3.001,VUIISXNAT04_E231362,Achieva,Philips
VUIISXNAT04_S17022,3.001,VUIISXNAT04_E231513,Achieva,Philips
VUIISXNAT04_S17751,3.0,VUIISXNAT04_E232761,Ingenia_Elition_X,Philips
VUIISXNAT04_S17525,3.0,VUIISXNAT04_E232117,Achieva,Philips
VUIISXNAT04_S17702,0.607,VUIISXNAT04_E232599,Prisma_fit,Siemens
VUIISXNAT04_S17008,3.0,VUIISXNAT04_E231171,Ingenia,Philips
VUIISXNAT04_S17008,3.0,VUIISXNAT04_E231351,Ingenia,Philips
VUIISXNAT04_S17008,3.0,VUIISXNAT04_E231489,Ingenia,Philips
VUIISXNAT04_S17008,3.0,VUIISXNAT04_E230918,Ingenia,Philips
VUIISXNAT04_S17008,3.0,VUIISXNAT04_E231038,Ingenia,Philips
VUIISXNAT04_S17658,3.0,VUIISXNAT04_E232391,Prisma,Siemens
VUIISXNAT04_S17747,3.0,VUIISXNAT04_E232749,DISCOVERY_MR750,GE
VUIISXNAT04_S17045,3.0,VUIISXNAT04_E230955,Ingenuity,Philips
VUIISXNAT04_S17045,3.0,VUIISXNAT04_E231218,Ingenuity,Philips
VUIISXNAT04_S17200,3.0,VUIISXNAT04_E231667,Signa_HDxt,GE
VUIISXNAT04_S17122,3.0,VUIISXNAT04_E231099,Ingenia,Philips
VUIISXNAT04_S17122,3.0,VUIISXNAT04_E231428,Ingenia,Philips
VUIISXNAT04_S17526,3.0,VUIISXNAT04_E232119,Achieva,Philips
VUIISXNAT04_S16962,3.0,VUIISXNAT04_E230871,Intera,Philips
VUIISXNAT04_S16962,3.001,VUIISXNAT04_E231331,Intera,Philips
VUIISXNAT04_S17363,3.0,VUIISXNAT04_E232219,DISCOVERY_MR750,GE
VUIISXNAT04_S17363,3.0,VUIISXNAT04_E231910,DISCOVERY_MR750,GE
VUIISXNAT04_S17458,3.0,VUIISXNAT04_E232171,Prisma_fit,Siemens
VUIISXNAT04_S17458,3.0,VUIISXNAT04_E232720,Prisma_fit,Siemens
VUIISXNAT04_S17458,3.0,VUIISXNAT04_E232020,Prisma_fit,Siemens
VUIISXNAT04_S17142,3.0,VUIISXNAT04_E231585,Achieva,Philips
VUIISXNAT04_S17142,3.0,VUIISXNAT04_E231253,Achieva,Philips
VUIISXNAT04_S17736,3.0,VUIISXNAT04_E232687,Prisma_fit,Siemens
VUIISXNAT04_S17721,3.0,VUIISXNAT04_E232643,DISCOVERY_MR750,GE
VUIISXNAT04_S17313,3.0,VUIISXNAT04_E232297,Verio,Siemens
VUIISXNAT04_S17313,3.0,VUIISXNAT04_E232446,Verio,Siemens
VUIISXNAT04_S17313,3.0,VUIISXNAT04_E231854,Verio,Siemens
VUIISXNAT04_S17313,3.0,VUIISXNAT04_E232564,Verio,Siemens
VUIISXNAT04_S16972,3.001,VUIISXNAT04_E231345,Intera,Philips
VUIISXNAT04_S16972,3.001,VUIISXNAT04_E231475,Intera,Philips
VUIISXNAT04_S16972,3.025,VUIISXNAT04_E232692,Intera,Philips
VUIISXNAT04_S16972,3.0,VUIISXNAT04_E230880,Intera,Philips
VUIISXNAT04_S16972,3.004,VUIISXNAT04_E231597,Intera,Philips
VUIISXNAT04_S17255,0.607,VUIISXNAT04_E231782,Prisma_fit,Siemens
VUIISXNAT04_S17255,0.607,VUIISXNAT04_E232092,Prisma_fit,Siemens
VUIISXNAT04_S17255,0.607,VUIISXNAT04_E232427,Prisma_fit,Siemens
VUIISXNAT04_S17255,0.607,VUIISXNAT04_E232379,Prisma_fit,Siemens
VUIISXNAT04_S17495,3.0,VUIISXNAT04_E232378,Achieva,Philips
VUIISXNAT04_S17495,3.0,VUIISXNAT04_E232072,Achieva,Philips
VUIISXNAT04_S17670,3.0,VUIISXNAT04_E232489,Prisma,Siemens
VUIISXNAT04_S17143,3.0,VUIISXNAT04_E231270,Achieva,Philips
VUIISXNAT04_S17673,3.0,VUIISXNAT04_E232571,Verio,Siemens
VUIISXNAT04_S17673,3.0,VUIISXNAT04_E232502,Verio,Siemens
VUIISXNAT04_S17356,3.0,VUIISXNAT04_E232783,Ingenia,Philips
VUIISXNAT04_S17356,3.0,VUIISXNAT04_E231903,Ingenia,Philips
VUIISXNAT04_S17232,3.0,VUIISXNAT04_E232375,Verio,Siemens
VUIISXNAT04_S17232,3.0,VUIISXNAT04_E231743,Verio,Siemens
VUIISXNAT04_S17232,3.0,VUIISXNAT04_E232344,Verio,Siemens
VUIISXNAT04_S17232,3.0,VUIISXNAT04_E231827,Verio,Siemens
VUIISXNAT04_S17588,3.0,VUIISXNAT04_E232646,DISCOVERY_MR750,GE
VUIISXNAT04_S17588,3.0,VUIISXNAT04_E232248,DISCOVERY_MR750,GE
VUIISXNAT04_S17096,3.0,VUIISXNAT04_E231006,Achieva,Philips
VUIISXNAT04_S17096,3.0,VUIISXNAT04_E231589,Achieva,Philips
VUIISXNAT04_S17096,3.0,VUIISXNAT04_E231106,Achieva,Philips
VUIISXNAT04_S17096,3.0,VUIISXNAT04_E231260,Achieva,Philips
VUIISXNAT04_S17096,3.0,VUIISXNAT04_E231447,Achieva,Philips
VUIISXNAT04_S17096,3.0,VUIISXNAT04_E231659,Achieva_dStream,Philips
VUIISXNAT04_S17428,0.788,VUIISXNAT04_E232151,Skyra,Siemens
VUIISXNAT04_S17428,3.0,VUIISXNAT04_E231989,Skyra,Siemens
VUIISXNAT04_S17428,0.788,VUIISXNAT04_E232697,Skyra,Siemens
VUIISXNAT04_S17467,0.607,VUIISXNAT04_E232033,Prisma_fit,Siemens
VUIISXNAT04_S17467,0.607,VUIISXNAT04_E232733,Prisma_fit,Siemens
VUIISXNAT04_S17738,0.607,VUIISXNAT04_E232707,Prisma,Siemens
VUIISXNAT04_S17633,3.0,VUIISXNAT04_E232314,Ingenia,Philips
VUIISXNAT04_S17633,3.0,VUIISXNAT04_E232447,Ingenia,Philips
VUIISXNAT04_S17633,3.0,VUIISXNAT04_E232600,Ingenia,Philips
VUIISXNAT04_S17443,3.0,VUIISXNAT04_E232711,Prisma_fit,Siemens
VUIISXNAT04_S17443,3.0,VUIISXNAT04_E232166,Prisma_fit,Siemens
VUIISXNAT04_S17443,3.0,VUIISXNAT04_E232004,Prisma_fit,Siemens
VUIISXNAT04_S17201,3.0,VUIISXNAT04_E231801,Prisma,Siemens
VUIISXNAT04_S17201,3.0,VUIISXNAT04_E231675,Prisma,Siemens
VUIISXNAT04_S17201,3.0,VUIISXNAT04_E232365,Prisma,Siemens
VUIISXNAT04_S17486,3.0,VUIISXNAT04_E232750,DISCOVERY_MR750,GE
VUIISXNAT04_S17486,3.0,VUIISXNAT04_E232052,DISCOVERY_MR750,GE
VUIISXNAT04_S17281,3.0,VUIISXNAT04_E231810,Ingenia,Philips
VUIISXNAT04_S17354,3.0,VUIISXNAT04_E231901,TrioTim,Siemens
VUIISXNAT04_S17750,3.0,VUIISXNAT04_E232760,Achieva,Philips
VUIISXNAT04_S17219,3.0,VUIISXNAT04_E231715,DISCOVERY_MR750,GE
VUIISXNAT04_S16995,3.001,VUIISXNAT04_E231164,Intera,Philips
VUIISXNAT04_S16995,3.001,VUIISXNAT04_E230905,Intera,Philips
VUIISXNAT04_S16995,3.025,VUIISXNAT04_E231600,Intera,Philips
VUIISXNAT04_S16995,3.001,VUIISXNAT04_E231480,Intera,Philips
VUIISXNAT04_S16995,3.001,VUIISXNAT04_E231049,Intera,Philips
VUIISXNAT04_S16995,3.001,VUIISXNAT04_E231353,Intera,Philips
VUIISXNAT04_S17453,3.0,VUIISXNAT04_E232717,Prisma_fit,Siemens
VUIISXNAT04_S17453,3.0,VUIISXNAT04_E232169,Prisma_fit,Siemens
VUIISXNAT04_S17453,3.0,VUIISXNAT04_E232015,Prisma_fit,Siemens
VUIISXNAT04_S17577,3.0,VUIISXNAT04_E232575,Verio,Siemens
VUIISXNAT04_S17577,3.0,VUIISXNAT04_E232227,Verio,Siemens
VUIISXNAT04_S17224,3.0,VUIISXNAT04_E231722,Ingenia,Philips
VUIISXNAT04_S17728,3.0,VUIISXNAT04_E232668,Achieva_dStream,Philips
VUIISXNAT04_S17374,3.0,VUIISXNAT04_E232240,DISCOVERY_MR750,GE
VUIISXNAT04_S17374,3.0,VUIISXNAT04_E231921,DISCOVERY_MR750,GE
VUIISXNAT04_S17245,3.0,VUIISXNAT04_E232405,DISCOVERY_MR750,GE
VUIISXNAT04_S17245,3.0,VUIISXNAT04_E231772,DISCOVERY_MR750,GE
VUIISXNAT04_S17245,3.0,VUIISXNAT04_E232081,DISCOVERY_MR750,GE
VUIISXNAT04_S17319,0.607,VUIISXNAT04_E232607,Prisma_fit,Siemens
VUIISXNAT04_S17319,3.0,VUIISXNAT04_E231860,Prisma_fit,Siemens
VUIISXNAT04_S17433,3.0,VUIISXNAT04_E231994,Prisma,Siemens
VUIISXNAT04_S17766,3.0,VUIISXNAT04_E232796,SIGNA_Premier,GE
VUIISXNAT04_S17258,0.607,VUIISXNAT04_E232444,Prisma_fit,Siemens
VUIISXNAT04_S17258,3.0,VUIISXNAT04_E231785,Prisma_fit,Siemens
VUIISXNAT04_S17165,3.0,VUIISXNAT04_E231329,Achieva,Philips
VUIISXNAT04_S17246,3.0,VUIISXNAT04_E231773,DISCOVERY_MR750,GE
VUIISXNAT04_S17246,3.0,VUIISXNAT04_E232082,DISCOVERY_MR750,GE
VUIISXNAT04_S17246,3.0,VUIISXNAT04_E232406,DISCOVERY_MR750,GE
VUIISXNAT04_S17717,3.0,VUIISXNAT04_E232634,DISCOVERY_MR750,GE
VUIISXNAT04_S17444,3.0,VUIISXNAT04_E232005,Prisma_fit,Siemens
VUIISXNAT04_S17358,3.0,VUIISXNAT04_E231905,Ingenia,Philips
VUIISXNAT04_S17070,3.0,VUIISXNAT04_E231148,Achieva,Philips
VUIISXNAT04_S17070,3.0,VUIISXNAT04_E231532,Achieva,Philips
VUIISXNAT04_S17070,3.0,VUIISXNAT04_E231450,Achieva,Philips
VUIISXNAT04_S17070,3.0,VUIISXNAT04_E231256,Achieva,Philips
VUIISXNAT04_S17070,3.0,VUIISXNAT04_E230980,Achieva,Philips
VUIISXNAT04_S17046,3.0,VUIISXNAT04_E231080,Achieva,Philips
VUIISXNAT04_S17046,3.0,VUIISXNAT04_E231240,Achieva,Philips
VUIISXNAT04_S17046,3.0,VUIISXNAT04_E230956,Achieva,Philips
VUIISXNAT04_S17680,3.0,VUIISXNAT04_E232518,DISCOVERY_MR750,GE
VUIISXNAT04_S17406,3.0,VUIISXNAT04_E231967,Prisma_fit,Siemens
VUIISXNAT04_S17199,2.925,VUIISXNAT04_E231665,Signa_HDxt,GE
VUIISXNAT04_S17132,3.0,VUIISXNAT04_E231219,Ingenuity,Philips
VUIISXNAT04_S17337,3.0,VUIISXNAT04_E232209,SIGNA_Premier,GE
VUIISXNAT04_S17337,3.0,VUIISXNAT04_E231879,SIGNA_Premier,GE
VUIISXNAT04_S17549,0.607,VUIISXNAT04_E232161,Prisma,Siemens
VUIISXNAT04_S17247,3.0,VUIISXNAT04_E231774,DISCOVERY_MR750,GE
VUIISXNAT04_S17153,3.0,VUIISXNAT04_E231297,Achieva,Philips
VUIISXNAT04_S17033,3.0,VUIISXNAT04_E231198,Achieva,Philips
VUIISXNAT04_S17033,3.00044,VUIISXNAT04_E231367,Achieva,Philips
VUIISXNAT04_S17033,3.0,VUIISXNAT04_E231062,Achieva,Philips
VUIISXNAT04_S17033,3.0,VUIISXNAT04_E230943,Achieva,Philips
VUIISXNAT04_S16968,3.001,VUIISXNAT04_E230877,Intera,Philips
VUIISXNAT04_S17482,3.0,VUIISXNAT04_E232742,Prisma_fit,Siemens
VUIISXNAT04_S17482,3.0,VUIISXNAT04_E232048,Prisma_fit,Siemens
VUIISXNAT04_S17514,0.607,VUIISXNAT04_E232098,Prisma_fit,Siemens
VUIISXNAT04_S17514,0.607,VUIISXNAT04_E232436,Prisma_fit,Siemens
VUIISXNAT04_S17267,3.0,VUIISXNAT04_E231794,DISCOVERY_MR750,GE
VUIISXNAT04_S17152,3.0,VUIISXNAT04_E231290,Intera,Philips
VUIISXNAT04_S17250,0.607,VUIISXNAT04_E231776,Prisma_fit,Siemens
VUIISXNAT04_S16989,3.025,VUIISXNAT04_E231632,Intera,Philips
VUIISXNAT04_S16989,3.001,VUIISXNAT04_E231032,Intera,Philips
VUIISXNAT04_S16989,0.607,VUIISXNAT04_E232338,Prisma_fit,Siemens
VUIISXNAT04_S16989,3.001,VUIISXNAT04_E231344,Intera,Philips
VUIISXNAT04_S16989,3.001,VUIISXNAT04_E231476,Intera,Philips
VUIISXNAT04_S16989,3.0,VUIISXNAT04_E231673,Prisma_fit,Siemens
VUIISXNAT04_S16989,3.0,VUIISXNAT04_E230899,Intera,Philips
VUIISXNAT04_S16989,3.0,VUIISXNAT04_E231159,Intera,Philips
VUIISXNAT04_S17049,3.0,VUIISXNAT04_E231529,Achieva,Philips
VUIISXNAT04_S17049,3.0,VUIISXNAT04_E231205,Achieva,Philips
VUIISXNAT04_S17049,3.0,VUIISXNAT04_E230959,Achieva,Philips
VUIISXNAT04_S17049,3.0,VUIISXNAT04_E231128,Achieva,Philips
VUIISXNAT04_S16971,3.0,VUIISXNAT04_E231662,Intera,Philips
VUIISXNAT04_S17226,3.0,VUIISXNAT04_E231728,Prisma_fit,Siemens
VUIISXNAT04_S17309,3.0,VUIISXNAT04_E232558,Skyra,Siemens
VUIISXNAT04_S17389,3.0,VUIISXNAT04_E231936,DISCOVERY_MR750w,GE
VUIISXNAT04_S17422,3.0,VUIISXNAT04_E232670,Prisma_fit,Siemens
VUIISXNAT04_S17422,3.0,VUIISXNAT04_E231983,Prisma_fit,Siemens
VUIISXNAT04_S17706,0.607,VUIISXNAT04_E232608,Prisma_fit,Siemens
VUIISXNAT04_S17603,3.0,VUIISXNAT04_E232659,Achieva_dStream,Philips
VUIISXNAT04_S17603,3.0,VUIISXNAT04_E232275,Achieva_dStream,Philips
VUIISXNAT04_S17604,3.0,VUIISXNAT04_E232666,Achieva_dStream,Philips
VUIISXNAT04_S17604,3.0,VUIISXNAT04_E232276,Achieva_dStream,Philips
VUIISXNAT04_S17294,3.0,VUIISXNAT04_E232282,DISCOVERY_MR750w,GE
VUIISXNAT04_S17294,3.0,VUIISXNAT04_E232483,SIGNA_Premier,GE
VUIISXNAT04_S17294,3.0,VUIISXNAT04_E232530,DISCOVERY_MR750w,GE
VUIISXNAT04_S17294,3.0,VUIISXNAT04_E231831,DISCOVERY_MR750w,GE
VUIISXNAT04_S17294,3.0,VUIISXNAT04_E232439,SIGNA_Premier,GE
VUIISXNAT04_S17273,3.0,VUIISXNAT04_E231800,DISCOVERY_MR750,GE
VUIISXNAT04_S17539,3.0,VUIISXNAT04_E232621,Skyra,Siemens
VUIISXNAT04_S17539,3.0,VUIISXNAT04_E232144,Skyra,Siemens
VUIISXNAT04_S17674,3.0,VUIISXNAT04_E232504,Prisma,Siemens
VUIISXNAT04_S17720,3.0,VUIISXNAT04_E232639,DISCOVERY_MR750,GE
VUIISXNAT04_S17391,3.0,VUIISXNAT04_E231938,DISCOVERY_MR750w,GE
VUIISXNAT04_S17036,3.005,VUIISXNAT04_E231516,Achieva,Philips
VUIISXNAT04_S17036,3.00044,VUIISXNAT04_E230946,Achieva,Philips
VUIISXNAT04_S17036,3.001,VUIISXNAT04_E231223,Achieva,Philips
VUIISXNAT04_S17606,3.0,VUIISXNAT04_E232278,Ingenia,Philips
VUIISXNAT04_S17606,3.0,VUIISXNAT04_E232674,Ingenia,Philips
VUIISXNAT04_S17473,0.607,VUIISXNAT04_E232736,Prisma_fit,Siemens
VUIISXNAT04_S17473,0.607,VUIISXNAT04_E232192,Prisma_fit,Siemens
VUIISXNAT04_S17473,0.607,VUIISXNAT04_E232039,Prisma_fit,Siemens
VUIISXNAT04_S17063,3.0,VUIISXNAT04_E231613,Achieva,Philips
VUIISXNAT04_S17063,3.0,VUIISXNAT04_E231540,Achieva,Philips
VUIISXNAT04_S17063,3.0,VUIISXNAT04_E230973,Achieva,Philips
VUIISXNAT04_S17063,3.0,VUIISXNAT04_E231246,Achieva,Philips
VUIISXNAT04_S17063,3.0,VUIISXNAT04_E231116,Achieva,Philips
VUIISXNAT04_S17063,3.0,VUIISXNAT04_E231435,Achieva,Philips
VUIISXNAT04_S17640,0.607,VUIISXNAT04_E232321,Prisma_fit,Siemens
VUIISXNAT04_S17640,0.607,VUIISXNAT04_E232611,Prisma_fit,Siemens
VUIISXNAT04_S17381,3.0,VUIISXNAT04_E231928,DISCOVERY_MR750,GE
VUIISXNAT04_S17392,3.0,VUIISXNAT04_E232253,DISCOVERY_MR750w,GE
VUIISXNAT04_S17392,3.0,VUIISXNAT04_E231939,DISCOVERY_MR750w,GE
VUIISXNAT04_S17302,3.0,VUIISXNAT04_E231839,DISCOVERY_MR750w,GE
VUIISXNAT04_S17302,3.0,VUIISXNAT04_E232520,DISCOVERY_MR750w,GE
VUIISXNAT04_S17564,3.0,VUIISXNAT04_E232188,Ingenia_Elition_X,Philips
VUIISXNAT04_S17430,3.0,VUIISXNAT04_E231991,Prisma,Siemens
VUIISXNAT04_S17211,3.0,VUIISXNAT04_E231704,Prisma,Siemens
VUIISXNAT04_S17012,3.0,VUIISXNAT04_E230922,Ingenia,Philips
VUIISXNAT04_S17012,3.0,VUIISXNAT04_E231698,Ingenia,Philips
VUIISXNAT04_S17012,3.0,VUIISXNAT04_E231181,Ingenia,Philips
VUIISXNAT04_S17012,3.0,VUIISXNAT04_E231051,Ingenia,Philips
VUIISXNAT04_S17012,3.0,VUIISXNAT04_E231365,Ingenia,Philips
VUIISXNAT04_S17012,3.0,VUIISXNAT04_E231491,Ingenia,Philips
VUIISXNAT04_S17012,3.0,VUIISXNAT04_E231628,Ingenia,Philips
VUIISXNAT04_S17660,0.607,VUIISXNAT04_E232437,Prisma_fit,Siemens
VUIISXNAT04_S17384,3.0,VUIISXNAT04_E232244,DISCOVERY_MR750,GE
VUIISXNAT04_S17384,3.0,VUIISXNAT04_E231931,DISCOVERY_MR750,GE
VUIISXNAT04_S17384,3.0,VUIISXNAT04_E232627,DISCOVERY_MR750,GE
VUIISXNAT04_S17373,3.0,VUIISXNAT04_E231920,DISCOVERY_MR750,GE
VUIISXNAT04_S17373,3.0,VUIISXNAT04_E232795,DISCOVERY_MR750,GE
VUIISXNAT04_S17547,0.607,VUIISXNAT04_E232407,Prisma,Siemens
VUIISXNAT04_S17547,0.607,VUIISXNAT04_E232159,Prisma,Siemens
VUIISXNAT04_S17017,3.0,VUIISXNAT04_E231088,Ingenia,Philips
VUIISXNAT04_S17017,3.0,VUIISXNAT04_E230927,Ingenia,Philips
VUIISXNAT04_S17017,3.0,VUIISXNAT04_E231202,Ingenia,Philips
VUIISXNAT04_S17636,3.0,VUIISXNAT04_E232317,Ingenia,Philips
VUIISXNAT04_S17146,3.0,VUIISXNAT04_E231279,Achieva,Philips
VUIISXNAT04_S17681,3.0,VUIISXNAT04_E232542,Skyra,Siemens
VUIISXNAT04_S17136,3.005,VUIISXNAT04_E231521,Achieva,Philips
VUIISXNAT04_S17136,3.0,VUIISXNAT04_E231233,Achieva,Philips
VUIISXNAT04_S17296,3.0,VUIISXNAT04_E231833,Skyra,Siemens
VUIISXNAT04_S17296,3.0,VUIISXNAT04_E232298,Skyra,Siemens
VUIISXNAT04_S17476,3.0,VUIISXNAT04_E232042,Prisma_fit,Siemens
VUIISXNAT04_S17586,0.607,VUIISXNAT04_E232246,Prisma,Siemens
VUIISXNAT04_S17586,0.607,VUIISXNAT04_E232635,Prisma,Siemens
VUIISXNAT04_S17586,0.607,VUIISXNAT04_E232421,Prisma,Siemens
VUIISXNAT04_S17094,3.0,VUIISXNAT04_E231141,Achieva,Philips
VUIISXNAT04_S17094,3.0,VUIISXNAT04_E231004,Achieva,Philips
VUIISXNAT04_S17094,3.0,VUIISXNAT04_E231453,Achieva,Philips
VUIISXNAT04_S17094,3.0,VUIISXNAT04_E231322,Achieva,Philips
VUIISXNAT04_S17094,3.0,VUIISXNAT04_E231572,Achieva,Philips
VUIISXNAT04_S17445,3.0,VUIISXNAT04_E232006,Prisma_fit,Siemens
VUIISXNAT04_S17445,3.0,VUIISXNAT04_E232712,Prisma_fit,Siemens
VUIISXNAT04_S17541,3.0,VUIISXNAT04_E232148,Prisma_fit,Siemens
VUIISXNAT04_S17541,3.0,VUIISXNAT04_E232682,Prisma_fit,Siemens
VUIISXNAT04_S17416,3.0,VUIISXNAT04_E232539,Skyra,Siemens
VUIISXNAT04_S17416,3.0,VUIISXNAT04_E231977,Skyra,Siemens
VUIISXNAT04_S17416,3.0,VUIISXNAT04_E232138,Skyra,Siemens
VUIISXNAT04_S17647,3.0,VUIISXNAT04_E232328,Achieva_dStream,Philips
VUIISXNAT04_S16965,3.0,VUIISXNAT04_E230874,Intera,Philips
VUIISXNAT04_S16965,3.001,VUIISXNAT04_E231467,Intera,Philips
VUIISXNAT04_S16965,3.001,VUIISXNAT04_E231334,Intera,Philips
VUIISXNAT04_S17739,3.0,VUIISXNAT04_E232722,Prisma_fit,Siemens
VUIISXNAT04_S17472,0.607,VUIISXNAT04_E232038,Prisma_fit,Siemens
VUIISXNAT04_S17333,3.0,VUIISXNAT04_E232206,Verio,Siemens
VUIISXNAT04_S17333,3.0,VUIISXNAT04_E231874,Verio,Siemens
VUIISXNAT04_S17560,0.607,VUIISXNAT04_E232183,Prisma,Siemens
VUIISXNAT04_S17351,3.0,VUIISXNAT04_E231898,TrioTim,Siemens
VUIISXNAT04_S17351,3.0,VUIISXNAT04_E232774,TrioTim,Siemens
VUIISXNAT04_S17225,3.0,VUIISXNAT04_E231727,DISCOVERY_MR750w,GE
VUIISXNAT04_S17103,3.0,VUIISXNAT04_E231264,Achieva,Philips
VUIISXNAT04_S17103,3.0,VUIISXNAT04_E231013,Achieva,Philips
VUIISXNAT04_S17103,3.0,VUIISXNAT04_E231112,Achieva,Philips
VUIISXNAT04_S17103,3.0,VUIISXNAT04_E231445,Achieva,Philips
VUIISXNAT04_S17653,0.607,VUIISXNAT04_E232363,Prisma_fit,Siemens
VUIISXNAT04_S17611,3.0,VUIISXNAT04_E232287,DISCOVERY_MR750w,GE
VUIISXNAT04_S17499,3.0,VUIISXNAT04_E232373,Achieva,Philips
VUIISXNAT04_S17499,3.0,VUIISXNAT04_E232076,Achieva,Philips
VUIISXNAT04_S16980,3.0,VUIISXNAT04_E231528,Achieva,Philips
VUIISXNAT04_S16980,3.0,VUIISXNAT04_E230888,Achieva,Philips
VUIISXNAT04_S16980,3.0,VUIISXNAT04_E231405,Achieva,Philips
VUIISXNAT04_S17583,3.0,VUIISXNAT04_E232233,Prisma_fit,Siemens
VUIISXNAT04_S17534,3.0,VUIISXNAT04_E232135,Prisma_fit,Siemens
VUIISXNAT04_S17404,3.0,VUIISXNAT04_E232526,Prisma_fit,Siemens
VUIISXNAT04_S17404,3.0,VUIISXNAT04_E231965,Prisma_fit,Siemens
VUIISXNAT04_S17461,0.607,VUIISXNAT04_E232179,Prisma_fit,Siemens
VUIISXNAT04_S17461,0.607,VUIISXNAT04_E232023,Prisma_fit,Siemens
VUIISXNAT04_S17641,3.0,VUIISXNAT04_E232322,Achieva_dStream,Philips
VUIISXNAT04_S17641,3.0,VUIISXNAT04_E232603,Achieva_dStream,Philips
VUIISXNAT04_S17241,3.0,VUIISXNAT04_E232457,DISCOVERY_MR750,GE
VUIISXNAT04_S17241,3.0,VUIISXNAT04_E231768,DISCOVERY_MR750,GE
VUIISXNAT04_S17241,3.0,VUIISXNAT04_E232399,DISCOVERY_MR750,GE
VUIISXNAT04_S17148,3.0,VUIISXNAT04_E231283,Achieva,Philips
VUIISXNAT04_S17567,3.0,VUIISXNAT04_E232410,TrioTim,Siemens
VUIISXNAT04_S17567,3.0,VUIISXNAT04_E232201,TrioTim,Siemens
VUIISXNAT04_S17214,0.607,VUIISXNAT04_E231708,Prisma,Siemens
VUIISXNAT04_S17214,0.607,VUIISXNAT04_E232516,Prisma,Siemens
VUIISXNAT04_S17692,3.0,VUIISXNAT04_E232578,Prisma_fit,Siemens
VUIISXNAT04_S17251,3.0,VUIISXNAT04_E231778,TrioTim,Siemens
VUIISXNAT04_S17251,3.0,VUIISXNAT04_E232415,TrioTim,Siemens
VUIISXNAT04_S17150,3.0,VUIISXNAT04_E232028,Intera,Philips
VUIISXNAT04_S17150,3.0,VUIISXNAT04_E231551,Intera,Philips
VUIISXNAT04_S17150,3.0,VUIISXNAT04_E231288,Intera,Philips
VUIISXNAT04_S17021,3.0,VUIISXNAT04_E231699,Ingenia,Philips
VUIISXNAT04_S17021,3.0,VUIISXNAT04_E231053,Ingenia,Philips
VUIISXNAT04_S17021,3.0,VUIISXNAT04_E231185,Ingenia,Philips
VUIISXNAT04_S17021,3.0,VUIISXNAT04_E231363,Ingenia,Philips
VUIISXNAT04_S17021,3.0,VUIISXNAT04_E230932,Ingenia,Philips
VUIISXNAT04_S17021,3.0,VUIISXNAT04_E231487,Ingenia,Philips
VUIISXNAT04_S17021,3.0,VUIISXNAT04_E231607,Ingenia,Philips
VUIISXNAT04_S17646,0.607,VUIISXNAT04_E232327,Prisma_fit,Siemens
VUIISXNAT04_S17350,3.0,VUIISXNAT04_E231897,TrioTim,Siemens
VUIISXNAT04_S17620,3.0,VUIISXNAT04_E232553,SIGNA_Premier,GE
VUIISXNAT04_S17620,3.0,VUIISXNAT04_E232296,SIGNA_Premier,GE
