subject,TR,experiment,Model,Manufacturer
VUIISXNAT04_S17048,3.0,VUIISXNAT04_E231524,Achieva,Philips
VUIISXNAT04_S17048,3.0,VUIISXNAT04_E231396,Achieva,Philips
VUIISXNAT04_S17048,3.0,VUIISXNAT04_E231241,Achieva,Philips
VUIISXNAT04_S17048,3.0,VUIISXNAT04_E230958,Achieva,Philips
VUIISXNAT04_S17162,3.0,VUIISXNAT04_E231323,Achieva,Philips
VUIISXNAT04_S17005,0.607,VUIISXNAT04_E232347,Prisma_fit,Siemens
VUIISXNAT04_S17005,3.00393,VUIISXNAT04_E231066,Intera,Philips
VUIISXNAT04_S17005,3.025,VUIISXNAT04_E231495,Intera,Philips
VUIISXNAT04_S17005,3.001,VUIISXNAT04_E231192,Intera,Philips
VUIISXNAT04_S17005,3.0,VUIISXNAT04_E231760,Prisma_fit,Siemens
VUIISXNAT04_S17005,3.001,VUIISXNAT04_E230915,Intera,Philips
VUIISXNAT04_S17005,3.0,VUIISXNAT04_E231674,Prisma_fit,Siemens
VUIISXNAT04_S17573,3.0,VUIISXNAT04_E232214,TrioTim,Siemens
VUIISXNAT04_S17259,3.0,VUIISXNAT04_E232100,Prisma_fit,Siemens
VUIISXNAT04_S17259,0.607,VUIISXNAT04_E232396,Prisma_fit,Siemens
VUIISXNAT04_S17259,0.607,VUIISXNAT04_E232450,Prisma_fit,Siemens
VUIISXNAT04_S17259,3.0,VUIISXNAT04_E231786,Prisma_fit,Siemens
VUIISXNAT04_S17708,0.607,VUIISXNAT04_E232610,Prisma_fit,Siemens
VUIISXNAT04_S16996,3.001,VUIISXNAT04_E231472,Intera,Philips
VUIISXNAT04_S16996,3.025,VUIISXNAT04_E232693,Intera,Philips
VUIISXNAT04_S16996,3.0,VUIISXNAT04_E231168,Intera,Philips
VUIISXNAT04_S16996,3.001,VUIISXNAT04_E230906,Intera,Philips
VUIISXNAT04_S16996,3.001,VUIISXNAT04_E231047,Intera,Philips
VUIISXNAT04_S16996,3.001,VUIISXNAT04_E231346,Intera,Philips
VUIISXNAT04_S16996,3.025,VUIISXNAT04_E231618,Intera,Philips
VUIISXNAT04_S17220,3.0,VUIISXNAT04_E231716,Prisma_fit,Siemens
VUIISXNAT04_S17405,3.0,VUIISXNAT04_E231966,Prisma_fit,Siemens
VUIISXNAT04_S17490,3.0,VUIISXNAT04_E232057,Prisma_fit,Siemens
VUIISXNAT04_S17490,3.0,VUIISXNAT04_E232077,Prisma_fit,Siemens
VUIISXNAT04_S17490,3.0,VUIISXNAT04_E232377,DicomCleaner,NaN
VUIISXNAT04_S17081,3.0,VUIISXNAT04_E231150,Achieva,Philips
VUIISXNAT04_S17081,3.0,VUIISXNAT04_E230991,Achieva,Philips
VUIISXNAT04_S17081,3.0,VUIISXNAT04_E232757,Achieva,Philips
VUIISXNAT04_S17081,3.0,VUIISXNAT04_E231888,Achieva,Philips
VUIISXNAT04_S17081,3.0,VUIISXNAT04_E231429,Achieva,Philips
VUIISXNAT04_S17081,3.0,VUIISXNAT04_E231308,Achieva,Philips
VUIISXNAT04_S17081,3.0,VUIISXNAT04_E231547,Achieva,Philips
VUIISXNAT04_S17084,3.0,VUIISXNAT04_E231456,Achieva,Philips
VUIISXNAT04_S17084,3.0,VUIISXNAT04_E231580,Achieva,Philips
VUIISXNAT04_S17084,3.0,VUIISXNAT04_E231113,Achieva,Philips
VUIISXNAT04_S17084,3.0,VUIISXNAT04_E230994,Achieva,Philips
VUIISXNAT04_S17084,3.0,VUIISXNAT04_E231265,Achieva,Philips
VUIISXNAT04_S17407,3.0,VUIISXNAT04_E232130,Prisma_fit,Siemens
VUIISXNAT04_S17407,3.0,VUIISXNAT04_E231968,Prisma_fit,Siemens
VUIISXNAT04_S17407,3.0,VUIISXNAT04_E232528,Prisma_fit,Siemens
VUIISXNAT04_S17113,3.0,VUIISXNAT04_E231296,Achieva,Philips
VUIISXNAT04_S17113,3.0,VUIISXNAT04_E231023,Achieva,Philips
VUIISXNAT04_S17113,3.0,VUIISXNAT04_E231137,Achieva,Philips
VUIISXNAT04_S17113,3.0,VUIISXNAT04_E231454,Achieva,Philips
VUIISXNAT04_S17651,0.607,VUIISXNAT04_E232358,Prisma_fit,Siemens
VUIISXNAT04_S17173,3.0,VUIISXNAT04_E231460,Achieva,Philips
VUIISXNAT04_S17044,3.0,VUIISXNAT04_E231230,GEMINI,Philips
VUIISXNAT04_S17044,3.0,VUIISXNAT04_E231370,Ingenuity,Philips
VUIISXNAT04_S17044,3.0,VUIISXNAT04_E231122,GEMINI,Philips
VUIISXNAT04_S17044,3.0,VUIISXNAT04_E230954,GEMINI,Philips
VUIISXNAT04_S17208,3.0,VUIISXNAT04_E231701,Prisma,Siemens
VUIISXNAT04_S17208,3.0,VUIISXNAT04_E232488,Prisma,Siemens
VUIISXNAT04_S17014,3.0,VUIISXNAT04_E230924,Ingenia,Philips
VUIISXNAT04_S17014,3.0,VUIISXNAT04_E231201,Ingenia,Philips
VUIISXNAT04_S17014,3.0,VUIISXNAT04_E231357,Ingenia,Philips
VUIISXNAT04_S17014,3.0,VUIISXNAT04_E231503,Ingenia,Philips
VUIISXNAT04_S17014,3.0,VUIISXNAT04_E231082,Ingenia,Philips
VUIISXNAT04_S17141,3.0,VUIISXNAT04_E231252,Achieva,Philips
VUIISXNAT04_S16974,3.0,VUIISXNAT04_E230882,GEMINI,Philips
VUIISXNAT04_S17330,3.0,VUIISXNAT04_E231871,Verio,Siemens
VUIISXNAT04_S17330,3.0,VUIISXNAT04_E232203,Verio,Siemens
VUIISXNAT04_S17726,3.0,VUIISXNAT04_E232662,DISCOVERY_MR750,GE
VUIISXNAT04_S17265,3.0,VUIISXNAT04_E232466,DISCOVERY_MR750,GE
VUIISXNAT04_S17265,3.0,VUIISXNAT04_E231792,DISCOVERY_MR750,GE
VUIISXNAT04_S17265,3.0,VUIISXNAT04_E232108,DISCOVERY_MR750,GE
VUIISXNAT04_S17265,3.0,VUIISXNAT04_E232400,DISCOVERY_MR750,GE
VUIISXNAT04_S17265,3.0,VUIISXNAT04_E232498,DISCOVERY_MR750,GE
VUIISXNAT04_S17385,3.0,VUIISXNAT04_E231932,DISCOVERY_MR750,GE
VUIISXNAT04_S17385,3.0,VUIISXNAT04_E232629,DISCOVERY_MR750,GE
VUIISXNAT04_S17204,3.0,VUIISXNAT04_E231681,Prisma,Siemens
VUIISXNAT04_S17421,3.0,VUIISXNAT04_E231982,Prisma_fit,Siemens
VUIISXNAT04_S17764,3.0,VUIISXNAT04_E232790,DISCOVERY_MR750,GE
VUIISXNAT04_S17755,3.0,VUIISXNAT04_E232768,Skyra_fit,Siemens
VUIISXNAT04_S17447,3.0,VUIISXNAT04_E232494,Verio,Siemens
VUIISXNAT04_S17447,3.0,VUIISXNAT04_E232009,Verio,Siemens
VUIISXNAT04_S17447,3.0,VUIISXNAT04_E232565,Verio,Siemens
VUIISXNAT04_S17388,0.607,VUIISXNAT04_E231935,Prisma,Siemens
VUIISXNAT04_S17715,3.0,VUIISXNAT04_E232632,DISCOVERY_MR750,GE
VUIISXNAT04_S17286,3.0,VUIISXNAT04_E232690,DISCOVERY_MR750w,GE
VUIISXNAT04_S17286,3.0,VUIISXNAT04_E231818,DISCOVERY_MR750w,GE
VUIISXNAT04_S17366,3.0,VUIISXNAT04_E231913,DISCOVERY_MR750,GE
VUIISXNAT04_S17366,3.0,VUIISXNAT04_E232423,DISCOVERY_MR750,GE
VUIISXNAT04_S17366,3.0,VUIISXNAT04_E232222,DISCOVERY_MR750,GE
VUIISXNAT04_S17439,3.0,VUIISXNAT04_E232000,Prisma,Siemens
VUIISXNAT04_S17563,3.0,VUIISXNAT04_E232187,Intera,Philips
VUIISXNAT04_S17399,3.0,VUIISXNAT04_E231959,Ingenia,Philips
VUIISXNAT04_S17686,3.0,VUIISXNAT04_E232569,Prisma_fit,Siemens
VUIISXNAT04_S17097,3.0,VUIISXNAT04_E231459,Achieva,Philips
VUIISXNAT04_S17097,3.0,VUIISXNAT04_E231124,Achieva,Philips
VUIISXNAT04_S17097,3.0,VUIISXNAT04_E231007,Achieva,Philips
VUIISXNAT04_S17097,3.0,VUIISXNAT04_E231584,Achieva,Philips
VUIISXNAT04_S17097,3.0,VUIISXNAT04_E232653,Achieva_dStream,Philips
VUIISXNAT04_S17097,3.0,VUIISXNAT04_E231677,Achieva_dStream,Philips
VUIISXNAT04_S17097,3.0,VUIISXNAT04_E231952,Achieva_dStream,Philips
VUIISXNAT04_S17097,3.0,VUIISXNAT04_E231285,Achieva,Philips
VUIISXNAT04_S17272,3.0,VUIISXNAT04_E232468,DISCOVERY_MR750,GE
VUIISXNAT04_S17272,3.0,VUIISXNAT04_E231799,DISCOVERY_MR750,GE
VUIISXNAT04_S17272,3.0,VUIISXNAT04_E232503,DISCOVERY_MR750,GE
VUIISXNAT04_S17312,3.0,VUIISXNAT04_E231853,Verio,Siemens
VUIISXNAT04_S17312,3.0,VUIISXNAT04_E232563,Verio,Siemens
VUIISXNAT04_S17748,3.0,VUIISXNAT04_E232751,DISCOVERY_MR750,GE
VUIISXNAT04_S17041,3.0,VUIISXNAT04_E230951,Ingenuity,Philips
VUIISXNAT04_S17041,3.0,VUIISXNAT04_E231068,Ingenuity,Philips
VUIISXNAT04_S17041,3.0,VUIISXNAT04_E231245,GEMINI,Philips
VUIISXNAT04_S17450,3.0,VUIISXNAT04_E232715,Prisma_fit,Siemens
VUIISXNAT04_S17450,3.0,VUIISXNAT04_E232012,Prisma_fit,Siemens
VUIISXNAT04_S17009,3.0,VUIISXNAT04_E232798,Ingenia,Philips
VUIISXNAT04_S17009,3.0,VUIISXNAT04_E231179,Ingenia,Philips
VUIISXNAT04_S17009,3.0,VUIISXNAT04_E231046,Ingenia,Philips
VUIISXNAT04_S17009,3.0,VUIISXNAT04_E230919,Ingenia,Philips
VUIISXNAT04_S17068,3.0,VUIISXNAT04_E231079,Achieva,Philips
VUIISXNAT04_S17068,3.0,VUIISXNAT04_E231379,Achieva,Philips
VUIISXNAT04_S17068,3.0,VUIISXNAT04_E230978,Achieva,Philips
VUIISXNAT04_S17068,3.0,VUIISXNAT04_E231261,Achieva,Philips
VUIISXNAT04_S17657,3.0,VUIISXNAT04_E232387,Prisma,Siemens
VUIISXNAT04_S17168,3.0,VUIISXNAT04_E231433,Ingenia,Philips
VUIISXNAT04_S17382,3.0,VUIISXNAT04_E232625,DISCOVERY_MR750,GE
VUIISXNAT04_S17382,3.0,VUIISXNAT04_E232474,DISCOVERY_MR750,GE
VUIISXNAT04_S17382,3.0,VUIISXNAT04_E232426,DISCOVERY_MR750,GE
VUIISXNAT04_S17382,3.0,VUIISXNAT04_E231929,DISCOVERY_MR750,GE
VUIISXNAT04_S17140,3.0,VUIISXNAT04_E231251,Achieva,Philips
VUIISXNAT04_S17579,3.0,VUIISXNAT04_E232229,Skyra,Siemens
VUIISXNAT04_S17745,3.0,VUIISXNAT04_E232728,Prisma_fit,Siemens
VUIISXNAT04_S17554,3.0,VUIISXNAT04_E232173,Prisma_fit,Siemens
VUIISXNAT04_S17155,3.0,VUIISXNAT04_E231575,Achieva,Philips
VUIISXNAT04_S17155,3.0,VUIISXNAT04_E231432,Achieva,Philips
VUIISXNAT04_S17155,3.0,VUIISXNAT04_E231299,Achieva,Philips
VUIISXNAT04_S17449,3.0,VUIISXNAT04_E232714,Prisma_fit,Siemens
VUIISXNAT04_S17449,3.0,VUIISXNAT04_E232011,Prisma_fit,Siemens
VUIISXNAT04_S17449,3.0,VUIISXNAT04_E232168,Prisma_fit,Siemens
VUIISXNAT04_S17062,3.0,VUIISXNAT04_E231247,Achieva,Philips
VUIISXNAT04_S17062,3.0,VUIISXNAT04_E231426,Achieva,Philips
VUIISXNAT04_S17062,3.0,VUIISXNAT04_E231147,Achieva,Philips
VUIISXNAT04_S17062,3.0,VUIISXNAT04_E231843,Achieva,Philips
VUIISXNAT04_S17062,3.0,VUIISXNAT04_E232128,Achieva,Philips
VUIISXNAT04_S17062,3.0,VUIISXNAT04_E231617,Achieva,Philips
VUIISXNAT04_S17062,3.0,VUIISXNAT04_E231541,Achieva,Philips
VUIISXNAT04_S17062,3.0,VUIISXNAT04_E230972,Achieva,Philips
VUIISXNAT04_S17530,3.0,VUIISXNAT04_E232127,Achieva,Philips
VUIISXNAT04_S16966,0.607,VUIISXNAT04_E232335,Prisma_fit,Siemens
VUIISXNAT04_S16966,3.0,VUIISXNAT04_E230895,Prisma_fit,Siemens
VUIISXNAT04_S16966,3.0,VUIISXNAT04_E231689,Prisma_fit,Siemens
VUIISXNAT04_S16966,3.001,VUIISXNAT04_E230875,Intera,Philips
VUIISXNAT04_S16966,3.001,VUIISXNAT04_E231468,Intera,Philips
VUIISXNAT04_S16966,3.004,VUIISXNAT04_E231592,Intera,Philips
VUIISXNAT04_S16966,3.0,VUIISXNAT04_E231336,Intera,Philips
VUIISXNAT04_S17321,0.607,VUIISXNAT04_E231862,Prisma_fit,Siemens
VUIISXNAT04_S17478,3.0,VUIISXNAT04_E232197,Prisma_fit,Siemens
VUIISXNAT04_S17478,3.0,VUIISXNAT04_E232044,Prisma_fit,Siemens
VUIISXNAT04_S17346,3.0,VUIISXNAT04_E231893,Verio,Siemens
VUIISXNAT04_S17346,3.0,VUIISXNAT04_E232121,Verio,Siemens
VUIISXNAT04_S17346,3.0,VUIISXNAT04_E232418,Skyra_fit,NaN
VUIISXNAT04_S17346,3.0,VUIISXNAT04_E232473,Skyra_fit,Siemens
VUIISXNAT04_S17343,3.0,VUIISXNAT04_E231885,DISCOVERY_MR750,GE
VUIISXNAT04_S17557,3.0,VUIISXNAT04_E232176,Prisma_fit,Siemens
VUIISXNAT04_S17325,3.0,VUIISXNAT04_E231866,Prisma_fit,Siemens
VUIISXNAT04_S17325,3.0,VUIISXNAT04_E232200,Prisma_fit,Siemens
VUIISXNAT04_S17568,3.0,VUIISXNAT04_E232202,TrioTim,Siemens
VUIISXNAT04_S17568,3.0,VUIISXNAT04_E232745,TrioTim,Siemens
VUIISXNAT04_S17568,3.0,VUIISXNAT04_E232412,TrioTim,Siemens
VUIISXNAT04_S17185,3.0,VUIISXNAT04_E232056,Achieva,Philips
VUIISXNAT04_S17185,3.0,VUIISXNAT04_E231678,Achieva,Philips
VUIISXNAT04_S17185,3.0,VUIISXNAT04_E231576,Achieva,Philips
VUIISXNAT04_S17185,3.0,VUIISXNAT04_E231886,Achieva,Philips
VUIISXNAT04_S17185,3.0,VUIISXNAT04_E232756,Achieva,Philips
VUIISXNAT04_S17713,0.607,VUIISXNAT04_E232619,Prisma_fit,Siemens
VUIISXNAT04_S17758,3.0,VUIISXNAT04_E232771,Skyra_fit,Siemens
VUIISXNAT04_S17236,0.607,VUIISXNAT04_E231762,Prisma,Siemens
VUIISXNAT04_S17429,3.0,VUIISXNAT04_E231990,Skyra,Siemens
VUIISXNAT04_S17689,3.0,VUIISXNAT04_E232574,Verio,Siemens
VUIISXNAT04_S17080,3.0,VUIISXNAT04_E231267,Intera,Philips
VUIISXNAT04_S17080,3.0,VUIISXNAT04_E231537,Intera,Philips
VUIISXNAT04_S17080,3.0,VUIISXNAT04_E230990,Intera,Philips
VUIISXNAT04_S17066,3.0,VUIISXNAT04_E231641,Achieva,Philips
VUIISXNAT04_S17066,3.0,VUIISXNAT04_E231750,Achieva,Philips
VUIISXNAT04_S17066,3.0,VUIISXNAT04_E231291,Achieva,Philips
VUIISXNAT04_S17066,3.0,VUIISXNAT04_E231546,Achieva,Philips
VUIISXNAT04_S17066,3.0,VUIISXNAT04_E231085,Achieva,Philips
VUIISXNAT04_S17066,3.0,VUIISXNAT04_E232364,Achieva,Philips
VUIISXNAT04_S17066,3.0,VUIISXNAT04_E231398,Achieva,Philips
VUIISXNAT04_S17066,3.0,VUIISXNAT04_E232071,Achieva,Philips
VUIISXNAT04_S17066,3.0,VUIISXNAT04_E230976,Achieva,Philips
VUIISXNAT04_S17024,3.0,VUIISXNAT04_E230934,Achieva,Philips
VUIISXNAT04_S17024,3.0,VUIISXNAT04_E231207,Achieva,Philips
VUIISXNAT04_S17024,3.0,VUIISXNAT04_E231063,Achieva,Philips
VUIISXNAT04_S17024,3.0,VUIISXNAT04_E231376,Achieva,Philips
VUIISXNAT04_S17222,3.0,VUIISXNAT04_E231718,Prisma_fit,Siemens
VUIISXNAT04_S16969,0.607,VUIISXNAT04_E232337,Prisma_fit,Siemens
VUIISXNAT04_S16969,3.004,VUIISXNAT04_E231470,Intera,Philips
VUIISXNAT04_S16969,3.001,VUIISXNAT04_E231342,Intera,Philips
VUIISXNAT04_S16969,3.0,VUIISXNAT04_E231672,Prisma_fit,Siemens
VUIISXNAT04_S16969,3.001,VUIISXNAT04_E230878,Intera,Philips
VUIISXNAT04_S16969,3.025,VUIISXNAT04_E231596,Intera,Philips
VUIISXNAT04_S17401,3.0,VUIISXNAT04_E232672,DISCOVERY_MR750w,GE
VUIISXNAT04_S17401,3.0,VUIISXNAT04_E231961,DISCOVERY_MR750w,GE
VUIISXNAT04_S17010,3.0,VUIISXNAT04_E230920,Ingenia,Philips
VUIISXNAT04_S17010,3.0,VUIISXNAT04_E232799,Ingenia,Philips
VUIISXNAT04_S17010,3.0,VUIISXNAT04_E231203,Ingenia,Philips
VUIISXNAT04_S17010,3.0,VUIISXNAT04_E231056,Ingenia,Philips
VUIISXNAT04_S17277,3.0,VUIISXNAT04_E231806,Prisma,Siemens
VUIISXNAT04_S17409,3.0,VUIISXNAT04_E232131,Prisma_fit,Siemens
VUIISXNAT04_S17409,3.0,VUIISXNAT04_E232531,Prisma_fit,Siemens
VUIISXNAT04_S17409,3.0,VUIISXNAT04_E231970,Prisma_fit,Siemens
VUIISXNAT04_S17709,0.607,VUIISXNAT04_E232612,Prisma_fit,Siemens
VUIISXNAT04_S17729,3.0,VUIISXNAT04_E232671,Ingenia,Philips
VUIISXNAT04_S17491,3.0,VUIISXNAT04_E232058,Verio,Siemens
VUIISXNAT04_S17067,3.0,VUIISXNAT04_E231262,Achieva,Philips
VUIISXNAT04_S17067,3.0,VUIISXNAT04_E231391,Achieva,Philips
VUIISXNAT04_S17067,3.0,VUIISXNAT04_E230977,Achieva,Philips
VUIISXNAT04_S17067,3.0,VUIISXNAT04_E231075,Achieva,Philips
VUIISXNAT04_S17067,3.0,VUIISXNAT04_E231543,Achieva,Philips
VUIISXNAT04_S17102,3.0,VUIISXNAT04_E231118,Achieva,Philips
VUIISXNAT04_S17102,3.0,VUIISXNAT04_E231317,Achieva,Philips
VUIISXNAT04_S17102,3.0,VUIISXNAT04_E231012,Achieva,Philips
VUIISXNAT04_S17018,3.0,VUIISXNAT04_E231366,Ingenia,Philips
VUIISXNAT04_S17018,3.0,VUIISXNAT04_E231505,Ingenia,Philips
VUIISXNAT04_S17018,3.0,VUIISXNAT04_E231089,Ingenia,Philips
VUIISXNAT04_S17018,3.0,VUIISXNAT04_E230928,Ingenia,Philips
VUIISXNAT04_S17018,3.0,VUIISXNAT04_E231178,Ingenia,Philips
VUIISXNAT04_S17352,3.0,VUIISXNAT04_E231899,TrioTim,Siemens
VUIISXNAT04_S17352,3.0,VUIISXNAT04_E232180,TrioTim,Siemens
VUIISXNAT04_S17352,3.0,VUIISXNAT04_E232775,TrioTim,Siemens
VUIISXNAT04_S17474,0.607,VUIISXNAT04_E232737,Prisma_fit,Siemens
VUIISXNAT04_S17474,0.607,VUIISXNAT04_E232040,Prisma_fit,Siemens
VUIISXNAT04_S17474,0.607,VUIISXNAT04_E232193,Prisma_fit,Siemens
VUIISXNAT04_S17086,3.0,VUIISXNAT04_E230996,Intera,Philips
VUIISXNAT04_S17086,3.0,VUIISXNAT04_E231418,Intera,Philips
VUIISXNAT04_S17086,3.0,VUIISXNAT04_E231266,Intera,Philips
VUIISXNAT04_S17086,3.0,VUIISXNAT04_E231144,Intera,Philips
VUIISXNAT04_S17413,3.0,VUIISXNAT04_E232137,DISCOVERY_MR750,GE
VUIISXNAT04_S17413,3.0,VUIISXNAT04_E231974,Skyra,Siemens
VUIISXNAT04_S17413,3.0,VUIISXNAT04_E232535,DISCOVERY_MR750,GE
VUIISXNAT04_S17377,3.0,VUIISXNAT04_E231924,DISCOVERY_MR750,GE
VUIISXNAT04_S17538,3.0,VUIISXNAT04_E232143,Skyra,Siemens
VUIISXNAT04_S17538,3.0,VUIISXNAT04_E232620,Skyra,Siemens
VUIISXNAT04_S17329,0.607,VUIISXNAT04_E231870,Prisma_fit,Siemens
VUIISXNAT04_S17585,3.0,VUIISXNAT04_E232236,DISCOVERY_MR750,GE
VUIISXNAT04_S17585,3.0,VUIISXNAT04_E232792,DISCOVERY_MR750,GE
VUIISXNAT04_S17733,0.607,VUIISXNAT04_E232681,Prisma,Siemens
VUIISXNAT04_S17565,0.607,VUIISXNAT04_E232194,Prisma_fit,Siemens
VUIISXNAT04_S17754,3.0,VUIISXNAT04_E232766,Skyra_fit,NaN
VUIISXNAT04_S17704,3.0,VUIISXNAT04_E232602,Achieva_dStream,Philips
VUIISXNAT04_S17244,3.0,VUIISXNAT04_E232080,DISCOVERY_MR750,GE
VUIISXNAT04_S17244,3.0,VUIISXNAT04_E231771,DISCOVERY_MR750,GE
VUIISXNAT04_S17623,3.0,VUIISXNAT04_E232591,Prisma_fit,Siemens
VUIISXNAT04_S17623,3.0,VUIISXNAT04_E232304,Prisma_fit,Siemens
VUIISXNAT04_S17297,3.0,VUIISXNAT04_E231834,DISCOVERY_MR750,GE
VUIISXNAT04_S17297,3.0,VUIISXNAT04_E232505,DISCOVERY_MR750,GE
VUIISXNAT04_S17119,3.0,VUIISXNAT04_E231029,Achieva,Philips
VUIISXNAT04_S17119,3.0,VUIISXNAT04_E231125,Achieva,Philips
VUIISXNAT04_S17119,3.0,VUIISXNAT04_E231446,Achieva,Philips
VUIISXNAT04_S17119,3.0,VUIISXNAT04_E231272,Achieva,Philips
VUIISXNAT04_S17181,2.0,VUIISXNAT04_E231545,TrioTim,Siemens
VUIISXNAT04_S17360,3.0,VUIISXNAT04_E231907,Ingenia,Philips
VUIISXNAT04_S17360,3.0,VUIISXNAT04_E232216,Ingenia,Philips
VUIISXNAT04_S17003,3.001,VUIISXNAT04_E230913,Intera,Philips
VUIISXNAT04_S17003,3.001,VUIISXNAT04_E231186,Intera,Philips
VUIISXNAT04_S17003,3.001,VUIISXNAT04_E231043,Intera,Philips
VUIISXNAT04_S17003,3.001,VUIISXNAT04_E231349,Intera,Philips
VUIISXNAT04_S17701,0.607,VUIISXNAT04_E232594,MAGNETOM_Vida,Siemens
VUIISXNAT04_S17257,0.607,VUIISXNAT04_E232435,Prisma_fit,Siemens
VUIISXNAT04_S17257,0.607,VUIISXNAT04_E231784,Prisma_fit,Siemens
VUIISXNAT04_S17295,3.0,VUIISXNAT04_E232532,DISCOVERY_MR750w,GE
VUIISXNAT04_S17295,3.0,VUIISXNAT04_E231832,DISCOVERY_MR750w,GE
VUIISXNAT04_S17295,3.0,VUIISXNAT04_E232484,SIGNA_Premier,GE
VUIISXNAT04_S17440,3.0,VUIISXNAT04_E232001,Prisma,Siemens
VUIISXNAT04_S17288,3.0,VUIISXNAT04_E231821,Prisma_fit,Siemens
VUIISXNAT04_S17298,3.0,VUIISXNAT04_E232116,DISCOVERY_MR750w,GE
VUIISXNAT04_S17298,3.0,VUIISXNAT04_E231835,DISCOVERY_MR750w,GE
VUIISXNAT04_S17353,3.0,VUIISXNAT04_E231900,TrioTim,Siemens
VUIISXNAT04_S17353,3.0,VUIISXNAT04_E232776,TrioTim,Siemens
VUIISXNAT04_S17432,0.607,VUIISXNAT04_E232155,Prisma,Siemens
VUIISXNAT04_S17432,3.0,VUIISXNAT04_E231993,Prisma,Siemens
VUIISXNAT04_S17432,0.607,VUIISXNAT04_E232700,Prisma,Siemens
VUIISXNAT04_S17397,3.0,VUIISXNAT04_E231944,DISCOVERY_MR750w,GE
VUIISXNAT04_S17419,3.0,VUIISXNAT04_E231980,Prisma_fit,Siemens
VUIISXNAT04_S17574,3.0,VUIISXNAT04_E232218,Ingenia,Philips
VUIISXNAT04_S17303,3.0,VUIISXNAT04_E231840,DISCOVERY_MR750w,GE
VUIISXNAT04_S17303,3.0,VUIISXNAT04_E232523,DISCOVERY_MR750w,GE
VUIISXNAT04_S17253,3.0,VUIISXNAT04_E231780,TrioTim,Siemens
VUIISXNAT04_S17253,0.607,VUIISXNAT04_E232425,Prisma_fit,Siemens
VUIISXNAT04_S17253,0.607,VUIISXNAT04_E232091,Prisma_fit,Siemens
VUIISXNAT04_S17652,0.607,VUIISXNAT04_E232360,Prisma_fit,Siemens
VUIISXNAT04_S17688,3.0,VUIISXNAT04_E232573,Verio,Siemens
VUIISXNAT04_S17007,3.0,VUIISXNAT04_E231176,Ingenia,Philips
VUIISXNAT04_S17007,3.0,VUIISXNAT04_E232797,Ingenia,Philips
VUIISXNAT04_S17007,3.0,VUIISXNAT04_E231045,Ingenia,Philips
VUIISXNAT04_S17007,3.0,VUIISXNAT04_E230917,Ingenia,Philips
VUIISXNAT04_S17007,3.0,VUIISXNAT04_E231490,Ingenia,Philips
VUIISXNAT04_S17323,3.0,VUIISXNAT04_E232744,Prisma_fit,Siemens
VUIISXNAT04_S17323,3.0,VUIISXNAT04_E231864,Prisma_fit,Siemens
VUIISXNAT04_S17335,3.0,VUIISXNAT04_E231877,Prisma,Siemens
VUIISXNAT04_S17335,3.0,VUIISXNAT04_E232208,Prisma,Siemens
VUIISXNAT04_S17223,3.0,VUIISXNAT04_E231719,Ingenia,Philips
VUIISXNAT04_S17240,3.0,VUIISXNAT04_E232394,DISCOVERY_MR750,GE
VUIISXNAT04_S17240,3.0,VUIISXNAT04_E231767,DISCOVERY_MR750,GE
VUIISXNAT04_S17693,3.0,VUIISXNAT04_E232579,Prisma_fit,Siemens
VUIISXNAT04_S17000,3.001,VUIISXNAT04_E231166,Intera,Philips
VUIISXNAT04_S17000,3.025,VUIISXNAT04_E231629,Intera,Philips
VUIISXNAT04_S17000,3.001,VUIISXNAT04_E231356,Intera,Philips
VUIISXNAT04_S17000,3.004,VUIISXNAT04_E231484,Intera,Philips
VUIISXNAT04_S17000,3.001,VUIISXNAT04_E230910,Intera,Philips
VUIISXNAT04_S17000,3.001,VUIISXNAT04_E231039,Intera,Philips
VUIISXNAT04_S17000,3.025,VUIISXNAT04_E231604,Intera,Philips
VUIISXNAT04_S17741,3.0,VUIISXNAT04_E232724,Prisma_fit,Siemens
VUIISXNAT04_S17619,3.0,VUIISXNAT04_E232295,DISCOVERY_MR750w,GE
VUIISXNAT04_S17456,3.0,VUIISXNAT04_E232018,Prisma_fit,Siemens
VUIISXNAT04_S17456,3.0,VUIISXNAT04_E232718,Prisma_fit,Siemens
VUIISXNAT04_S17144,3.0,VUIISXNAT04_E231275,Achieva,Philips
VUIISXNAT04_S17293,3.0,VUIISXNAT04_E231830,Verio,Siemens
VUIISXNAT04_S17293,3.0,VUIISXNAT04_E232351,Verio,Siemens
VUIISXNAT04_S17616,3.0,VUIISXNAT04_E232292,DISCOVERY_MR750w,GE
VUIISXNAT04_S17616,3.0,VUIISXNAT04_E232551,SIGNA_Premier,GE
VUIISXNAT04_S17306,3.0,VUIISXNAT04_E231847,Skyra,Siemens
VUIISXNAT04_S17306,3.0,VUIISXNAT04_E232559,Skyra,Siemens
VUIISXNAT04_S17031,3.0,VUIISXNAT04_E231188,Ingenia,Philips
VUIISXNAT04_S17031,3.0,VUIISXNAT04_E230941,Ingenia,Philips
VUIISXNAT04_S17031,3.0,VUIISXNAT04_E231488,Ingenia,Philips
VUIISXNAT04_S17023,3.0,VUIISXNAT04_E231364,Achieva,Philips
VUIISXNAT04_S17023,3.0,VUIISXNAT04_E230933,Achieva,Philips
